[2024-09-13T14:21:42.569+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-09-13T14:21:42.583+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: welcome_dag.work_with_model manual__2024-09-13T14:15:35.568743+00:00 [queued]>
[2024-09-13T14:21:42.589+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: welcome_dag.work_with_model manual__2024-09-13T14:15:35.568743+00:00 [queued]>
[2024-09-13T14:21:42.590+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-09-13T14:21:42.601+0000] {taskinstance.py:2888} INFO - Executing <Task(PythonOperator): work_with_model> on 2024-09-13 14:15:35.568743+00:00
[2024-09-13T14:21:42.615+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=445) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-09-13T14:21:42.616+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'welcome_dag', 'work_with_model', 'manual__2024-09-13T14:15:35.568743+00:00', '--job-id', '90', '--raw', '--subdir', 'DAGS_FOLDER/welcome.py', '--cfg-path', '/tmp/tmpbo6zh0pj']
[2024-09-13T14:21:42.616+0000] {standard_task_runner.py:72} INFO - Started process 447 to run task
[2024-09-13T14:21:42.617+0000] {standard_task_runner.py:105} INFO - Job 90: Subtask work_with_model
[2024-09-13T14:21:42.653+0000] {task_command.py:467} INFO - Running <TaskInstance: welcome_dag.work_with_model manual__2024-09-13T14:15:35.568743+00:00 [running]> on host 3f4d3d57e0af
[2024-09-13T14:21:42.736+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='welcome_dag' AIRFLOW_CTX_TASK_ID='work_with_model' AIRFLOW_CTX_EXECUTION_DATE='2024-09-13T14:15:35.568743+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-13T14:15:35.568743+00:00'
[2024-09-13T14:21:42.738+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-09-13T14:21:42.738+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-09-13T14:21:50.965+0000] {logging_mixin.py:190} WARNING - 71.3%
[2024-09-13T14:21:50.976+0000] {logging_mixin.py:190} WARNING - 71.5%
[2024-09-13T14:21:50.987+0000] {logging_mixin.py:190} WARNING - 71.6%
[2024-09-13T14:21:51.000+0000] {logging_mixin.py:190} WARNING - 71.7%
[2024-09-13T14:21:51.012+0000] {logging_mixin.py:190} WARNING - 71.8%
[2024-09-13T14:21:51.022+0000] {logging_mixin.py:190} WARNING - 72.0%
[2024-09-13T14:21:51.032+0000] {logging_mixin.py:190} WARNING - 72.1%
[2024-09-13T14:21:51.043+0000] {logging_mixin.py:190} WARNING - 72.2%
[2024-09-13T14:21:51.054+0000] {logging_mixin.py:190} WARNING - 72.4%
[2024-09-13T14:21:51.065+0000] {logging_mixin.py:190} WARNING - 72.5%
[2024-09-13T14:21:51.073+0000] {logging_mixin.py:190} WARNING - 72.6%
[2024-09-13T14:21:51.087+0000] {logging_mixin.py:190} WARNING - 72.7%
[2024-09-13T14:21:51.095+0000] {logging_mixin.py:190} WARNING - 72.9%
[2024-09-13T14:21:51.111+0000] {logging_mixin.py:190} WARNING - 73.0%
[2024-09-13T14:21:51.127+0000] {logging_mixin.py:190} WARNING - 73.1%
[2024-09-13T14:21:51.139+0000] {logging_mixin.py:190} WARNING - 73.3%
[2024-09-13T14:21:51.151+0000] {logging_mixin.py:190} WARNING - 73.4%
[2024-09-13T14:21:51.156+0000] {logging_mixin.py:190} WARNING - 73.5%
[2024-09-13T14:21:51.169+0000] {logging_mixin.py:190} WARNING - 73.6%
[2024-09-13T14:21:51.177+0000] {logging_mixin.py:190} WARNING - 73.8%
[2024-09-13T14:21:51.246+0000] {logging_mixin.py:190} WARNING - 73.9%
[2024-09-13T14:21:51.249+0000] {logging_mixin.py:190} WARNING - 74.0%
[2024-09-13T14:21:51.265+0000] {logging_mixin.py:190} WARNING - 74.1%
[2024-09-13T14:21:51.268+0000] {logging_mixin.py:190} WARNING - 74.3%
[2024-09-13T14:21:51.270+0000] {logging_mixin.py:190} WARNING - 74.4%
[2024-09-13T14:21:51.273+0000] {logging_mixin.py:190} WARNING - 74.5%
[2024-09-13T14:21:51.277+0000] {logging_mixin.py:190} WARNING - 74.7%
[2024-09-13T14:21:51.313+0000] {logging_mixin.py:190} WARNING - 74.8%
[2024-09-13T14:21:51.316+0000] {logging_mixin.py:190} WARNING - 74.9%
[2024-09-13T14:21:51.318+0000] {logging_mixin.py:190} WARNING - 75.0%
[2024-09-13T14:21:51.322+0000] {logging_mixin.py:190} WARNING - 75.2%
[2024-09-13T14:21:51.328+0000] {logging_mixin.py:190} WARNING - 75.3%
[2024-09-13T14:21:51.331+0000] {logging_mixin.py:190} WARNING - 75.4%
[2024-09-13T14:21:51.334+0000] {logging_mixin.py:190} WARNING - 75.6%
[2024-09-13T14:21:51.346+0000] {logging_mixin.py:190} WARNING - 75.7%
[2024-09-13T14:21:51.359+0000] {logging_mixin.py:190} WARNING - 75.8%
[2024-09-13T14:21:51.366+0000] {logging_mixin.py:190} WARNING - 75.9%
[2024-09-13T14:21:51.379+0000] {logging_mixin.py:190} WARNING - 76.1%
[2024-09-13T14:21:51.394+0000] {logging_mixin.py:190} WARNING - 76.2%
[2024-09-13T14:21:51.402+0000] {logging_mixin.py:190} WARNING - 76.3%
[2024-09-13T14:21:51.412+0000] {logging_mixin.py:190} WARNING - 76.4%
[2024-09-13T14:21:51.429+0000] {logging_mixin.py:190} WARNING - 76.6%
[2024-09-13T14:21:51.437+0000] {logging_mixin.py:190} WARNING - 76.7%
[2024-09-13T14:21:51.447+0000] {logging_mixin.py:190} WARNING - 76.8%
[2024-09-13T14:21:51.456+0000] {logging_mixin.py:190} WARNING - 77.0%
[2024-09-13T14:21:51.468+0000] {logging_mixin.py:190} WARNING - 77.1%
[2024-09-13T14:21:51.478+0000] {logging_mixin.py:190} WARNING - 77.2%
[2024-09-13T14:21:51.495+0000] {logging_mixin.py:190} WARNING - 77.3%
[2024-09-13T14:21:51.507+0000] {logging_mixin.py:190} WARNING - 77.5%
[2024-09-13T14:21:51.515+0000] {logging_mixin.py:190} WARNING - 77.6%
[2024-09-13T14:21:51.523+0000] {logging_mixin.py:190} WARNING - 77.7%
[2024-09-13T14:21:51.536+0000] {logging_mixin.py:190} WARNING - 77.9%
[2024-09-13T14:21:51.588+0000] {logging_mixin.py:190} WARNING - 78.0%
[2024-09-13T14:21:51.590+0000] {logging_mixin.py:190} WARNING - 78.1%
[2024-09-13T14:21:51.593+0000] {logging_mixin.py:190} WARNING - 78.2%
[2024-09-13T14:21:51.596+0000] {logging_mixin.py:190} WARNING - 78.4%
[2024-09-13T14:21:51.599+0000] {logging_mixin.py:190} WARNING - 78.5%
[2024-09-13T14:21:51.602+0000] {logging_mixin.py:190} WARNING - 78.6%
[2024-09-13T14:21:51.609+0000] {logging_mixin.py:190} WARNING - 78.7%
[2024-09-13T14:21:51.629+0000] {logging_mixin.py:190} WARNING - 78.9%
[2024-09-13T14:21:51.641+0000] {logging_mixin.py:190} WARNING - 79.0%
[2024-09-13T14:21:51.653+0000] {logging_mixin.py:190} WARNING - 79.1%
[2024-09-13T14:21:51.662+0000] {logging_mixin.py:190} WARNING - 79.3%
[2024-09-13T14:21:51.673+0000] {logging_mixin.py:190} WARNING - 79.4%
[2024-09-13T14:21:51.686+0000] {logging_mixin.py:190} WARNING - 79.5%
[2024-09-13T14:21:51.695+0000] {logging_mixin.py:190} WARNING - 79.6%
[2024-09-13T14:21:51.707+0000] {logging_mixin.py:190} WARNING - 79.8%
[2024-09-13T14:21:51.718+0000] {logging_mixin.py:190} WARNING - 79.9%
[2024-09-13T14:21:51.728+0000] {logging_mixin.py:190} WARNING - 80.0%
[2024-09-13T14:21:51.740+0000] {logging_mixin.py:190} WARNING - 80.2%
[2024-09-13T14:21:51.750+0000] {logging_mixin.py:190} WARNING - 80.3%
[2024-09-13T14:21:51.764+0000] {logging_mixin.py:190} WARNING - 80.4%
[2024-09-13T14:21:51.773+0000] {logging_mixin.py:190} WARNING - 80.5%
[2024-09-13T14:21:51.786+0000] {logging_mixin.py:190} WARNING - 80.7%
[2024-09-13T14:21:51.797+0000] {logging_mixin.py:190} WARNING - 80.8%
[2024-09-13T14:21:51.808+0000] {logging_mixin.py:190} WARNING - 80.9%
[2024-09-13T14:21:51.819+0000] {logging_mixin.py:190} WARNING - 81.0%
[2024-09-13T14:21:51.830+0000] {logging_mixin.py:190} WARNING - 81.2%
[2024-09-13T14:21:51.842+0000] {logging_mixin.py:190} WARNING - 81.3%
[2024-09-13T14:21:51.852+0000] {logging_mixin.py:190} WARNING - 81.4%
[2024-09-13T14:21:51.862+0000] {logging_mixin.py:190} WARNING - 81.6%
[2024-09-13T14:21:51.950+0000] {logging_mixin.py:190} WARNING - 81.7%
[2024-09-13T14:21:51.952+0000] {logging_mixin.py:190} WARNING - 81.8%
[2024-09-13T14:21:51.955+0000] {logging_mixin.py:190} WARNING - 81.9%
[2024-09-13T14:21:51.958+0000] {logging_mixin.py:190} WARNING - 82.1%
[2024-09-13T14:21:51.961+0000] {logging_mixin.py:190} WARNING - 82.2%
[2024-09-13T14:21:51.964+0000] {logging_mixin.py:190} WARNING - 82.3%
[2024-09-13T14:21:51.967+0000] {logging_mixin.py:190} WARNING - 82.5%
[2024-09-13T14:21:51.971+0000] {logging_mixin.py:190} WARNING - 82.6%
[2024-09-13T14:21:51.979+0000] {logging_mixin.py:190} WARNING - 82.7%
[2024-09-13T14:21:51.992+0000] {logging_mixin.py:190} WARNING - 82.8%
[2024-09-13T14:21:52.006+0000] {logging_mixin.py:190} WARNING - 83.0%
[2024-09-13T14:21:52.014+0000] {logging_mixin.py:190} WARNING - 83.1%
[2024-09-13T14:21:52.025+0000] {logging_mixin.py:190} WARNING - 83.2%
[2024-09-13T14:21:52.038+0000] {logging_mixin.py:190} WARNING - 83.3%
[2024-09-13T14:21:52.046+0000] {logging_mixin.py:190} WARNING - 83.5%
[2024-09-13T14:21:52.060+0000] {logging_mixin.py:190} WARNING - 83.6%
[2024-09-13T14:21:52.072+0000] {logging_mixin.py:190} WARNING - 83.7%
[2024-09-13T14:21:52.080+0000] {logging_mixin.py:190} WARNING - 83.9%
[2024-09-13T14:21:52.094+0000] {logging_mixin.py:190} WARNING - 84.0%
[2024-09-13T14:21:52.102+0000] {logging_mixin.py:190} WARNING - 84.1%
[2024-09-13T14:21:52.113+0000] {logging_mixin.py:190} WARNING - 84.2%
[2024-09-13T14:21:52.128+0000] {logging_mixin.py:190} WARNING - 84.4%
[2024-09-13T14:21:52.138+0000] {logging_mixin.py:190} WARNING - 84.5%
[2024-09-13T14:21:52.147+0000] {logging_mixin.py:190} WARNING - 84.6%
[2024-09-13T14:21:52.159+0000] {logging_mixin.py:190} WARNING - 84.8%
[2024-09-13T14:21:52.169+0000] {logging_mixin.py:190} WARNING - 84.9%
[2024-09-13T14:21:52.181+0000] {logging_mixin.py:190} WARNING - 85.0%
[2024-09-13T14:21:52.191+0000] {logging_mixin.py:190} WARNING - 85.1%
[2024-09-13T14:21:52.203+0000] {logging_mixin.py:190} WARNING - 85.3%
[2024-09-13T14:21:52.213+0000] {logging_mixin.py:190} WARNING - 85.4%
[2024-09-13T14:21:52.226+0000] {logging_mixin.py:190} WARNING - 85.5%
[2024-09-13T14:21:52.235+0000] {logging_mixin.py:190} WARNING - 85.7%
[2024-09-13T14:21:52.249+0000] {logging_mixin.py:190} WARNING - 85.8%
[2024-09-13T14:21:52.259+0000] {logging_mixin.py:190} WARNING - 85.9%
[2024-09-13T14:21:52.270+0000] {logging_mixin.py:190} WARNING - 86.0%
[2024-09-13T14:21:52.280+0000] {logging_mixin.py:190} WARNING - 86.2%
[2024-09-13T14:21:52.290+0000] {logging_mixin.py:190} WARNING - 86.3%
[2024-09-13T14:21:52.302+0000] {logging_mixin.py:190} WARNING - 86.4%
[2024-09-13T14:21:52.313+0000] {logging_mixin.py:190} WARNING - 86.5%
[2024-09-13T14:21:52.326+0000] {logging_mixin.py:190} WARNING - 86.7%
[2024-09-13T14:21:52.336+0000] {logging_mixin.py:190} WARNING - 86.8%
[2024-09-13T14:21:52.347+0000] {logging_mixin.py:190} WARNING - 86.9%
[2024-09-13T14:21:52.357+0000] {logging_mixin.py:190} WARNING - 87.1%
[2024-09-13T14:21:52.370+0000] {logging_mixin.py:190} WARNING - 87.2%
[2024-09-13T14:21:52.381+0000] {logging_mixin.py:190} WARNING - 87.3%
[2024-09-13T14:21:52.391+0000] {logging_mixin.py:190} WARNING - 87.4%
[2024-09-13T14:21:52.455+0000] {logging_mixin.py:190} WARNING - 87.6%
[2024-09-13T14:21:52.466+0000] {logging_mixin.py:190} WARNING - 87.7%
[2024-09-13T14:21:52.469+0000] {logging_mixin.py:190} WARNING - 87.8%
[2024-09-13T14:21:52.476+0000] {logging_mixin.py:190} WARNING - 88.0%
[2024-09-13T14:21:52.478+0000] {logging_mixin.py:190} WARNING - 88.1%
[2024-09-13T14:21:52.481+0000] {logging_mixin.py:190} WARNING - 88.2%
[2024-09-13T14:21:52.494+0000] {logging_mixin.py:190} WARNING - 88.3%
[2024-09-13T14:21:52.497+0000] {logging_mixin.py:190} WARNING - 88.5%
[2024-09-13T14:21:52.501+0000] {logging_mixin.py:190} WARNING - 88.6%
[2024-09-13T14:21:52.504+0000] {logging_mixin.py:190} WARNING - 88.7%
[2024-09-13T14:21:52.514+0000] {logging_mixin.py:190} WARNING - 88.8%
[2024-09-13T14:21:52.528+0000] {logging_mixin.py:190} WARNING - 89.0%
[2024-09-13T14:21:52.538+0000] {logging_mixin.py:190} WARNING - 89.1%
[2024-09-13T14:21:52.549+0000] {logging_mixin.py:190} WARNING - 89.2%
[2024-09-13T14:21:52.561+0000] {logging_mixin.py:190} WARNING - 89.4%
[2024-09-13T14:21:52.572+0000] {logging_mixin.py:190} WARNING - 89.5%
[2024-09-13T14:21:52.581+0000] {logging_mixin.py:190} WARNING - 89.6%
[2024-09-13T14:21:52.594+0000] {logging_mixin.py:190} WARNING - 89.7%
[2024-09-13T14:21:52.605+0000] {logging_mixin.py:190} WARNING - 89.9%
[2024-09-13T14:21:52.617+0000] {logging_mixin.py:190} WARNING - 90.0%
[2024-09-13T14:21:52.629+0000] {logging_mixin.py:190} WARNING - 90.1%
[2024-09-13T14:21:52.641+0000] {logging_mixin.py:190} WARNING - 90.3%
[2024-09-13T14:21:52.664+0000] {logging_mixin.py:190} WARNING - 90.4%
[2024-09-13T14:21:52.673+0000] {logging_mixin.py:190} WARNING - 90.5%
[2024-09-13T14:21:52.681+0000] {logging_mixin.py:190} WARNING - 90.6%
[2024-09-13T14:21:52.689+0000] {logging_mixin.py:190} WARNING - 90.8%
[2024-09-13T14:21:52.703+0000] {logging_mixin.py:190} WARNING - 90.9%
[2024-09-13T14:21:52.752+0000] {logging_mixin.py:190} WARNING - 91.0%
[2024-09-13T14:21:52.755+0000] {logging_mixin.py:190} WARNING - 91.1%
[2024-09-13T14:21:52.758+0000] {logging_mixin.py:190} WARNING - 91.3%
[2024-09-13T14:21:52.761+0000] {logging_mixin.py:190} WARNING - 91.4%
[2024-09-13T14:21:52.764+0000] {logging_mixin.py:190} WARNING - 91.5%
[2024-09-13T14:21:52.767+0000] {logging_mixin.py:190} WARNING - 91.7%
[2024-09-13T14:21:52.775+0000] {logging_mixin.py:190} WARNING - 91.8%
[2024-09-13T14:21:52.784+0000] {logging_mixin.py:190} WARNING - 91.9%
[2024-09-13T14:21:52.798+0000] {logging_mixin.py:190} WARNING - 92.0%
[2024-09-13T14:21:52.810+0000] {logging_mixin.py:190} WARNING - 92.2%
[2024-09-13T14:21:52.833+0000] {logging_mixin.py:190} WARNING - 92.3%
[2024-09-13T14:21:52.843+0000] {logging_mixin.py:190} WARNING - 92.4%
[2024-09-13T14:21:52.851+0000] {logging_mixin.py:190} WARNING - 92.6%
[2024-09-13T14:21:52.858+0000] {logging_mixin.py:190} WARNING - 92.7%
[2024-09-13T14:21:52.873+0000] {logging_mixin.py:190} WARNING - 92.8%
[2024-09-13T14:21:52.884+0000] {logging_mixin.py:190} WARNING - 92.9%
[2024-09-13T14:21:52.928+0000] {logging_mixin.py:190} WARNING - 93.1%
[2024-09-13T14:21:52.933+0000] {logging_mixin.py:190} WARNING - 93.2%
[2024-09-13T14:21:52.936+0000] {logging_mixin.py:190} WARNING - 93.3%
[2024-09-13T14:21:52.939+0000] {logging_mixin.py:190} WARNING - 93.4%
[2024-09-13T14:21:52.947+0000] {logging_mixin.py:190} WARNING - 93.6%
[2024-09-13T14:21:52.961+0000] {logging_mixin.py:190} WARNING - 93.7%
[2024-09-13T14:21:52.972+0000] {logging_mixin.py:190} WARNING - 93.8%
[2024-09-13T14:21:52.984+0000] {logging_mixin.py:190} WARNING - 94.0%
[2024-09-13T14:21:52.992+0000] {logging_mixin.py:190} WARNING - 94.1%
[2024-09-13T14:21:53.005+0000] {logging_mixin.py:190} WARNING - 94.2%
[2024-09-13T14:21:53.016+0000] {logging_mixin.py:190} WARNING - 94.3%
[2024-09-13T14:21:53.027+0000] {logging_mixin.py:190} WARNING - 94.5%
[2024-09-13T14:21:53.038+0000] {logging_mixin.py:190} WARNING - 94.6%
[2024-09-13T14:21:53.053+0000] {logging_mixin.py:190} WARNING - 94.7%
[2024-09-13T14:21:53.063+0000] {logging_mixin.py:190} WARNING - 94.9%
[2024-09-13T14:21:53.073+0000] {logging_mixin.py:190} WARNING - 95.0%
[2024-09-13T14:21:53.089+0000] {logging_mixin.py:190} WARNING - 95.1%
[2024-09-13T14:21:53.097+0000] {logging_mixin.py:190} WARNING - 95.2%
[2024-09-13T14:21:53.111+0000] {logging_mixin.py:190} WARNING - 95.4%
[2024-09-13T14:21:53.120+0000] {logging_mixin.py:190} WARNING - 95.5%
[2024-09-13T14:21:53.132+0000] {logging_mixin.py:190} WARNING - 95.6%
[2024-09-13T14:21:53.146+0000] {logging_mixin.py:190} WARNING - 95.8%
[2024-09-13T14:21:53.154+0000] {logging_mixin.py:190} WARNING - 95.9%
[2024-09-13T14:21:53.170+0000] {logging_mixin.py:190} WARNING - 96.0%
[2024-09-13T14:21:53.182+0000] {logging_mixin.py:190} WARNING - 96.1%
[2024-09-13T14:21:53.200+0000] {logging_mixin.py:190} WARNING - 96.3%
[2024-09-13T14:21:53.206+0000] {logging_mixin.py:190} WARNING - 96.4%
[2024-09-13T14:21:53.218+0000] {logging_mixin.py:190} WARNING - 96.5%
[2024-09-13T14:21:53.230+0000] {logging_mixin.py:190} WARNING - 96.6%
[2024-09-13T14:21:53.245+0000] {logging_mixin.py:190} WARNING - 96.8%
[2024-09-13T14:21:53.262+0000] {logging_mixin.py:190} WARNING - 96.9%
[2024-09-13T14:21:53.270+0000] {logging_mixin.py:190} WARNING - 97.0%
[2024-09-13T14:21:53.284+0000] {logging_mixin.py:190} WARNING - 97.2%
[2024-09-13T14:21:53.295+0000] {logging_mixin.py:190} WARNING - 97.3%
[2024-09-13T14:21:53.313+0000] {logging_mixin.py:190} WARNING - 97.4%
[2024-09-13T14:21:53.321+0000] {logging_mixin.py:190} WARNING - 97.5%
[2024-09-13T14:21:53.329+0000] {logging_mixin.py:190} WARNING - 97.7%
[2024-09-13T14:21:53.340+0000] {logging_mixin.py:190} WARNING - 97.8%
[2024-09-13T14:21:53.355+0000] {logging_mixin.py:190} WARNING - 97.9%
[2024-09-13T14:21:53.367+0000] {logging_mixin.py:190} WARNING - 98.1%
[2024-09-13T14:21:53.382+0000] {logging_mixin.py:190} WARNING - 98.2%
[2024-09-13T14:21:53.397+0000] {logging_mixin.py:190} WARNING - 98.3%
[2024-09-13T14:21:53.410+0000] {logging_mixin.py:190} WARNING - 98.4%
[2024-09-13T14:21:53.428+0000] {logging_mixin.py:190} WARNING - 98.6%
[2024-09-13T14:21:53.490+0000] {logging_mixin.py:190} WARNING - 98.7%
[2024-09-13T14:21:53.492+0000] {logging_mixin.py:190} WARNING - 98.8%
[2024-09-13T14:21:53.495+0000] {logging_mixin.py:190} WARNING - 98.9%
[2024-09-13T14:21:53.498+0000] {logging_mixin.py:190} WARNING - 99.1%
[2024-09-13T14:21:53.501+0000] {logging_mixin.py:190} WARNING - 99.2%
[2024-09-13T14:21:53.509+0000] {logging_mixin.py:190} WARNING - 99.3%
[2024-09-13T14:21:53.526+0000] {logging_mixin.py:190} WARNING - 99.5%
[2024-09-13T14:21:53.537+0000] {logging_mixin.py:190} WARNING - 99.6%
[2024-09-13T14:21:53.552+0000] {logging_mixin.py:190} WARNING - 99.7%
[2024-09-13T14:21:53.563+0000] {logging_mixin.py:190} WARNING - 99.8%
[2024-09-13T14:21:53.592+0000] {logging_mixin.py:190} WARNING - 100.0%
[2024-09-13T14:21:53.593+0000] {logging_mixin.py:190} WARNING - 100.0%
[2024-09-13T14:21:53.864+0000] {python.py:240} INFO - Done. Returned value was: {'model_path': '/tmp/model.pth', 'device': 'cpu', 'trainloader_path': '/tmp/trainloader.pth'}
[2024-09-13T14:21:53.899+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-09-13T14:21:53.900+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=welcome_dag, task_id=work_with_model, run_id=manual__2024-09-13T14:15:35.568743+00:00, execution_date=20240913T141535, start_date=20240913T142142, end_date=20240913T142153
[2024-09-13T14:21:53.909+0000] {logging_mixin.py:190} INFO - Task instance in success state
[2024-09-13T14:21:53.910+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: running
[2024-09-13T14:21:53.910+0000] {logging_mixin.py:190} INFO - Dag name:welcome_dag queued_at:2024-09-13 14:15:35.582880+00:00
[2024-09-13T14:21:53.910+0000] {logging_mixin.py:190} INFO - Task hostname:3f4d3d57e0af operator:PythonOperator
[2024-09-13T14:21:53.942+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-09-13T14:21:53.962+0000] {taskinstance.py:3900} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-09-13T14:21:53.979+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
